SALES_KEY,ORDER_KEY,CUSTOMER_KEY,PRODUCT_KEY,GEOGRAPHY_KEY,SALES,QUANTITY,DISCOUNT,PROFIT
56,2656,337,659,627,407.98,3,0.20,132.59
57,4391,320,833,146,68.81,5,0.80,-123.86
58,4391,320,1557,146,2.54,3,0.80,-3.82
59,82,604,1563,189,665.88,6,0.00,13.32
60,776,18,671,612,55.50,2,0.00,9.99
61,528,793,1162,532,8.56,2,0.00,2.48
62,528,793,1162,533,8.56,2,0.00,2.48
63,528,793,1162,534,8.56,2,0.00,2.48
64,528,793,439,532,213.48,3,0.20,16.01
65,528,793,439,534,213.48,3,0.20,16.01
66,528,793,439,533,213.48,3,0.20,16.01
67,528,793,1678,532,22.72,4,0.20,7.38
68,528,793,1678,533,22.72,4,0.20,7.38
69,528,793,1678,534,22.72,4,0.20,7.38
70,2278,438,1136,109,19.46,7,0.00,5.06
71,2278,438,80,109,60.34,7,0.00,15.69
72,4960,670,757,307,71.37,2,0.30,-1.02
73,4960,670,757,305,71.37,2,0.30,-1.02
74,4960,670,757,304,71.37,2,0.30,-1.02
75,4960,670,757,306,71.37,2,0.30,-1.02
76,891,257,369,608,1044.63,3,0.00,240.26
77,2038,262,1669,498,11.65,2,0.20,4.22
78,2038,262,1669,499,11.65,2,0.20,4.22
79,2038,262,1669,500,11.65,2,0.20,4.22
80,2038,262,1669,501,11.65,2,0.20,4.22
81,2038,262,1669,502,11.65,2,0.20,4.22
82,2038,262,1669,503,11.65,2,0.20,4.22
83,2038,262,925,499,90.57,3,0.00,11.77
84,2038,262,925,503,90.57,3,0.00,11.77
85,2038,262,925,502,90.57,3,0.00,11.77
86,2038,262,925,501,90.57,3,0.00,11.77
87,2038,262,925,500,90.57,3,0.00,11.77
88,2038,262,925,498,90.57,3,0.00,11.77
89,4459,766,1366,304,3083.43,7,0.50,-1665.05
90,4459,766,1366,305,3083.43,7,0.50,-1665.05
91,4459,766,1366,306,3083.43,7,0.50,-1665.05
92,4459,766,1366,307,3083.43,7,0.50,-1665.05
93,4459,766,268,306,9.62,2,0.70,-7.05
94,4459,766,268,307,9.62,2,0.70,-7.05
95,4459,766,268,305,9.62,2,0.70,-7.05
96,4459,766,268,304,9.62,2,0.70,-7.05
97,4459,766,892,304,124.20,3,0.20,15.53
98,4459,766,492,305,124.20,3,0.20,15.53
99,4459,766,892,305,124.20,3,0.20,15.53
100,4459,766,492,306,124.20,3,0.20,15.53
101,4459,766,892,306,124.20,3,0.20,15.53
102,4459,766,492,307,124.20,3,0.20,15.53
103,4459,766,892,307,124.20,3,0.20,15.53
104,4459,766,492,304,124.20,3,0.20,15.53
105,4459,766,1298,307,3.26,2,0.20,1.10
106,4459,766,1298,306,3.26,2,0.20,1.10
107,4459,766,1298,305,3.26,2,0.20,1.10
108,4459,766,1298,304,3.26,2,0.20,1.10
109,4459,766,282,304,86.30,6,0.20,9.71
110,4459,766,282,305,86.30,6,0.20,9.71
111,4459,766,282,306,86.30,6,0.20,9.71
112,4459,766,282,307,86.30,6,0.20,9.71
113,4459,766,75,304,6.86,6,0.70,-5.72
114,4459,766,75,305,6.86,6,0.70,-5.72
115,4459,766,75,306,6.86,6,0.70,-5.72
116,4459,766,75,307,6.86,6,0.70,-5.72
117,4459,766,1043,306,15.76,2,0.20,3.55
118,4459,766,1043,307,15.76,2,0.20,3.55
119,4459,766,1043,305,15.76,2,0.20,3.55
120,4459,766,1043,304,15.76,2,0.20,3.55
121,2971,503,544,153,29.47,3,0.20,9.95
122,2971,503,544,154,29.47,3,0.20,9.95
123,2971,503,544,155,29.47,3,0.20,9.95
124,2971,503,544,156,29.47,3,0.20,9.95
125,1973,298,736,174,1097.54,7,0.20,123.47
126,1973,298,604,174,190.92,5,0.60,-147.96
127,1027,713,8,156,113.33,9,0.20,35.42
128,1027,713,8,155,113.33,9,0.20,35.42
129,1027,713,8,154,113.33,9,0.20,35.42
130,1027,713,8,153,113.33,9,0.20,35.42
131,1027,713,169,153,532.40,3,0.32,-46.98
132,1027,713,169,154,532.40,3,0.32,-46.98
133,1027,713,169,155,532.40,3,0.32,-46.98
134,1027,713,169,156,532.40,3,0.32,-46.98
135,1027,713,763,153,212.06,3,0.30,-15.15
136,1027,713,763,154,212.06,3,0.30,-15.15
137,1027,713,763,155,212.06,3,0.30,-15.15
138,1027,713,763,156,212.06,3,0.30,-15.15
139,1027,713,1287,156,371.17,4,0.20,41.76
140,1027,713,1287,155,371.17,4,0.20,41.76
141,1027,713,1287,153,371.17,4,0.20,41.76
142,1027,713,1287,154,371.17,4,0.20,41.76
143,3209,461,1257,20,147.17,4,0.20,16.56
144,1719,658,566,498,77.88,2,0.00,3.89
145,1719,658,566,499,77.88,2,0.00,3.89
146,1719,658,566,500,77.88,2,0.00,3.89
147,1719,658,566,501,77.88,2,0.00,3.89
148,1719,658,566,502,77.88,2,0.00,3.89
149,1719,658,566,503,77.88,2,0.00,3.89
150,3587,271,117,350,95.62,2,0.20,9.56
151,1986,580,1643,90,45.98,2,0.00,19.77
152,1986,580,1682,90,17.46,2,0.00,8.21
153,557,590,787,86,211.96,4,0.00,8.48
154,2783,459,926,206,45.00,3,0.00,4.95
155,2783,459,979,206,21.80,2,0.00,6.10
156,1011,199,397,45,38.22,6,0.00,17.96
157,1011,199,194,45,75.18,6,0.00,35.33
158,1011,199,1041,45,6.16,2,0.00,2.96
159,1011,199,771,45,89.99,1,0.00,17.10
160,1788,350,124,263,15.26,7,0.00,6.26
161,1788,350,124,264,15.26,7,0.00,6.26
162,1788,350,124,265,15.26,7,0.00,6.26
163,1788,350,124,266,15.26,7,0.00,6.26
164,1788,350,45,263,1029.95,5,0.00,298.69
165,1788,350,45,266,1029.95,5,0.00,298.69
166,1788,350,45,264,1029.95,5,0.00,298.69
167,1788,350,45,265,1029.95,5,0.00,298.69
168,1874,736,835,271,208.56,6,0.00,52.14
169,1874,736,1875,271,32.40,5,0.00,15.55
170,1874,736,1186,271,319.41,5,0.10,7.10
171,1874,736,161,271,14.56,2,0.00,6.99
172,1874,736,926,271,30.00,2,0.00,3.30
173,1874,736,1294,271,48.48,4,0.20,16.36
174,1874,736,1313,271,1.68,1,0.00,0.84
175,1272,447,1644,500,13.98,2,0.00,6.15
176,1272,447,1644,503,13.98,2,0.00,6.15
177,1272,447,1644,502,13.98,2,0.00,6.15
178,1272,447,1644,501,13.98,2,0.00,6.15
179,1272,447,1644,499,13.98,2,0.00,6.15
180,1272,447,1644,498,13.98,2,0.00,6.15
181,1272,447,68,498,25.82,6,0.20,9.36
182,1272,447,68,499,25.82,6,0.20,9.36
183,1272,447,68,500,25.82,6,0.20,9.36
184,1272,447,68,501,25.82,6,0.20,9.36
185,1272,447,68,502,25.82,6,0.20,9.36
186,1272,447,68,503,25.82,6,0.20,9.36
187,1272,447,1776,502,146.73,3,0.00,68.96
188,1272,447,1776,503,146.73,3,0.00,68.96
189,1272,447,1776,498,146.73,3,0.00,68.96
190,1272,447,1776,500,146.73,3,0.00,68.96
191,1272,447,1776,499,146.73,3,0.00,68.96
192,1272,447,1776,501,146.73,3,0.00,68.96
193,1272,447,1046,498,79.76,4,0.00,22.33
194,1272,447,1046,499,79.76,4,0.00,22.33
195,1272,447,1046,500,79.76,4,0.00,22.33
196,1272,447,1046,501,79.76,4,0.00,22.33
197,1272,447,1046,502,79.76,4,0.00,22.33
198,1272,447,1046,503,79.76,4,0.00,22.33
199,4489,597,779,9,213.12,5,0.30,-15.22
200,4489,597,781,10,213.12,5,0.30,-15.22
201,4489,597,779,10,213.12,5,0.30,-15.22
202,4489,597,781,9,213.12,5,0.30,-15.22
203,4489,597,781,8,213.12,5,0.30,-15.22
204,4489,597,779,8,213.12,5,0.30,-15.22
205,87,106,896,455,1113.02,8,0.20,111.30
206,87,106,1894,455,167.97,4,0.20,62.99
207,2010,417,1471,448,75.88,2,0.00,35.66
208,1791,331,237,265,4.62,1,0.20,1.73
209,1791,331,1640,266,4.62,1,0.20,1.73
210,1791,331,237,266,4.62,1,0.20,1.73
211,1791,331,1640,265,4.62,1,0.20,1.73
212,1791,331,1640,264,4.62,1,0.20,1.73
213,1791,331,237,264,4.62,1,0.20,1.73
214,1791,331,1640,263,4.62,1,0.20,1.73
215,1791,331,237,263,4.62,1,0.20,1.73
216,3086,766,1575,73,19.05,3,0.00,8.76
217,4422,382,825,435,831.94,8,0.20,-114.39
218,4422,382,1591,435,97.04,2,0.20,1.21
219,4422,382,1397,435,72.78,1,0.20,-18.20
220,4807,439,552,156,1.25,3,0.80,-1.93
221,4807,439,552,155,1.25,3,0.80,-1.93
222,4807,439,552,154,1.25,3,0.80,-1.93
223,4807,439,552,153,1.25,3,0.80,-1.93
224,4807,439,32,153,9.71,3,0.60,-5.82
225,4807,439,32,154,9.71,3,0.60,-5.82
226,4807,439,32,155,9.71,3,0.60,-5.82
227,4807,439,32,156,9.71,3,0.60,-5.82
228,4807,439,1464,153,27.24,3,0.20,2.72
229,4807,439,1464,154,27.24,3,0.20,2.72
230,4807,439,1464,155,27.24,3,0.20,2.72
231,4807,439,1464,156,27.24,3,0.20,2.72
232,4299,382,574,155,19.30,5,0.60,-14.48
233,4299,382,574,156,19.30,5,0.60,-14.48
234,4299,382,574,154,19.30,5,0.60,-14.48
235,4299,382,574,153,19.30,5,0.60,-14.48
236,2121,717,10,317,208.16,1,0.00,56.20
237,2121,717,249,317,16.74,3,0.00,8.04
238,479,245,1319,532,14.90,5,0.00,4.17
239,479,245,1319,533,14.90,5,0.00,4.17
240,479,245,1319,534,14.90,5,0.00,4.17
241,479,245,1481,532,21.39,1,0.00,6.20
242,479,245,1481,533,21.39,1,0.00,6.20
243,479,245,1481,534,21.39,1,0.00,6.20
244,1461,406,951,405,200.98,7,0.20,62.81
245,4817,159,1396,9,230.38,3,0.20,-48.95
246,4817,159,1396,10,230.38,3,0.20,-48.95
247,4817,159,1396,8,230.38,3,0.20,-48.95
248,3596,590,1185,418,301.96,2,0.00,33.22
249,3906,592,1035,95,19.99,1,0.00,6.80
250,3906,592,223,95,6.16,2,0.00,2.96
251,2627,296,592,153,158.37,7,0.20,13.86
252,2627,296,592,154,158.37,7,0.20,13.86
253,2627,296,592,155,158.37,7,0.20,13.86
254,2627,296,592,156,158.37,7,0.20,13.86
255,1844,378,1624,499,20.10,3,0.00,6.63
256,1844,378,1624,503,20.10,3,0.00,6.63
257,1844,378,1624,502,20.10,3,0.00,6.63
258,1844,378,1624,500,20.10,3,0.00,6.63
259,1844,378,1624,498,20.10,3,0.00,6.63
260,1844,378,1624,501,20.10,3,0.00,6.63
261,1844,378,1257,498,73.58,2,0.20,8.28
262,1844,378,1257,499,73.58,2,0.20,8.28
263,1844,378,1257,500,73.58,2,0.20,8.28
264,1844,378,1257,501,73.58,2,0.20,8.28
265,1844,378,1257,502,73.58,2,0.20,8.28
266,1844,378,1257,503,73.58,2,0.20,8.28
267,1844,378,1832,499,6.48,1,0.00,3.11
268,1844,378,1832,503,6.48,1,0.00,3.11
269,1844,378,1832,502,6.48,1,0.00,3.11
270,1844,378,1832,501,6.48,1,0.00,3.11
271,1844,378,1832,500,6.48,1,0.00,3.11
272,1844,378,1832,498,6.48,1,0.00,3.11
273,1455,420,1836,93,12.96,2,0.00,6.22
274,1455,420,1455,93,53.34,3,0.00,16.54
275,1455,420,915,93,32.96,2,0.00,16.15
276,4769,646,684,598,5.68,1,0.70,-3.79
277,4016,584,33,266,96.53,7,0.00,40.54
278,4016,584,33,265,96.53,7,0.00,40.54
279,4016,584,33,263,96.53,7,0.00,40.54
280,4016,584,33,264,96.53,7,0.00,40.54
281,3949,422,1618,533,51.31,3,0.20,17.96
282,3949,422,1618,532,51.31,3,0.20,17.96
283,3949,422,1618,534,51.31,3,0.20,17.96
284,2458,256,648,98,77.88,6,0.00,22.59
285,2607,630,264,8,64.62,7,0.20,22.62
286,2607,630,264,9,64.62,7,0.20,22.62
287,2607,630,264,10,64.62,7,0.20,22.62
288,2607,630,1420,8,95.98,3,0.20,-10.80
289,2607,630,1420,9,95.98,3,0.20,-10.80
290,2607,630,1420,10,95.98,3,0.20,-10.80
291,2607,630,257,10,1.79,3,0.80,-3.04
292,2607,630,257,9,1.79,3,0.80,-3.04
293,2607,630,257,8,1.79,3,0.80,-3.04
294,2163,297,1634,95,23.92,4,0.00,11.72
295,4470,457,1019,556,238.90,6,0.20,-26.88
296,4470,457,514,556,102.36,3,0.20,-3.84
297,4470,457,273,556,36.88,3,0.70,-25.82
298,3180,349,1090,403,74.11,8,0.20,17.60
299,3180,349,1493,403,27.99,1,0.20,2.10
300,3180,349,1174,403,3.30,1,0.20,1.07
301,1179,603,1033,23,339.96,5,0.20,67.99
302,3743,186,1052,266,41.96,2,0.00,10.91
303,3743,186,1052,264,41.96,2,0.00,10.91
304,3743,186,1052,263,41.96,2,0.00,10.91
305,3743,186,1052,265,41.96,2,0.00,10.91
306,2146,170,899,57,75.96,2,0.00,22.79
307,2146,170,239,57,27.24,6,0.00,13.35
308,198,663,1209,279,40.10,14,0.20,14.53
309,198,663,1355,279,4.72,2,0.20,1.65
310,198,663,1752,279,23.98,3,0.20,7.49
311,198,663,1626,279,130.46,6,0.20,44.03
312,931,205,865,627,787.53,3,0.00,165.38
313,931,205,865,628,787.53,3,0.00,165.38
314,931,205,865,629,787.53,3,0.00,165.38
315,4427,309,692,425,157.79,1,0.70,-115.72
316,1756,714,162,208,47.04,3,0.00,18.35
317,1756,714,502,208,30.84,4,0.00,13.88
318,1756,714,464,208,226.56,6,0.00,63.44
319,1756,714,784,208,115.02,9,0.00,51.76
320,1756,714,956,208,68.04,7,0.00,19.73
321,4315,12,754,153,600.56,3,0.30,-8.58
322,4315,12,754,154,600.56,3,0.30,-8.58
323,4315,12,754,155,600.56,3,0.30,-8.58
324,4315,12,754,156,600.56,3,0.30,-8.58
325,4272,610,321,3,617.70,6,0.50,-407.68
326,4756,772,243,459,2.39,2,0.70,-1.83
327,4756,772,1617,459,243.99,7,0.20,30.50
328,4578,464,781,498,81.42,2,0.20,-9.16
329,4578,464,781,503,81.42,2,0.20,-9.16
330,4578,464,779,503,81.42,2,0.20,-9.16
331,4578,464,781,502,81.42,2,0.20,-9.16
332,4578,464,779,502,81.42,2,0.20,-9.16
333,4578,464,781,501,81.42,2,0.20,-9.16
334,4578,464,779,501,81.42,2,0.20,-9.16
335,4578,464,781,500,81.42,2,0.20,-9.16
336,4578,464,779,500,81.42,2,0.20,-9.16
337,4578,464,781,499,81.42,2,0.20,-9.16
338,4578,464,779,499,81.42,2,0.20,-9.16
339,4578,464,779,498,81.42,2,0.20,-9.16
340,4578,464,568,498,238.56,3,0.00,26.24
341,4578,464,568,499,238.56,3,0.00,26.24
342,4578,464,568,500,238.56,3,0.00,26.24
343,4578,464,568,501,238.56,3,0.00,26.24
344,4578,464,568,502,238.56,3,0.00,26.24
345,4578,464,568,503,238.56,3,0.00,26.24
346,4986,238,151,279,59.97,5,0.40,-11.99
347,4986,238,1746,279,78.30,2,0.20,29.36
348,4986,238,109,279,78.30,2,0.20,29.36
349,4986,238,1531,279,21.46,9,0.20,6.97
350,2400,458,1783,524,20.04,3,0.00,9.62
351,2400,458,1707,524,35.44,1,0.00,16.66
352,2400,458,251,524,11.52,4,0.00,3.46
353,2400,458,1422,524,11.52,4,0.00,3.46
354,2400,458,919,524,4.02,2,0.00,1.97
355,2400,458,733,524,76.18,3,0.20,26.66
356,2400,458,681,524,65.88,6,0.00,18.45
357,2400,458,1041,524,43.12,14,0.00,20.70
358,1856,392,892,304,82.80,2,0.20,10.35
359,1856,392,892,307,82.80,2,0.20,10.35
360,1856,392,492,307,82.80,2,0.20,10.35
361,1856,392,892,306,82.80,2,0.20,10.35
362,1856,392,492,306,82.80,2,0.20,10.35
363,1856,392,892,305,82.80,2,0.20,10.35
364,1856,392,492,305,82.80,2,0.20,10.35
365,1856,392,492,304,82.80,2,0.20,10.35
366,2940,664,1164,532,8.82,3,0.00,2.38
367,2940,664,1164,533,8.82,3,0.00,2.38
368,2940,664,1164,534,8.82,3,0.00,2.38
369,2940,664,474,533,10.86,3,0.00,5.10
370,2940,664,474,534,10.86,3,0.00,5.10
371,2940,664,474,532,10.86,3,0.00,5.10
372,2940,664,1741,532,143.70,3,0.00,68.98
373,2940,664,1741,534,143.70,3,0.00,68.98
374,2940,664,1741,533,143.70,3,0.00,68.98
375,3904,671,1432,102,839.43,3,0.00,218.25
376,935,327,1396,515,671.93,7,0.00,20.16
377,133,511,1457,294,93.89,4,0.20,12.91
378,1929,410,1285,185,384.45,11,0.00,103.80
379,1929,410,152,185,149.97,3,0.00,6.00
380,1929,410,850,185,1951.84,8,0.00,585.55
381,1929,410,712,185,171.55,5,0.00,80.63
382,2614,734,299,460,157.92,5,0.20,17.77
383,2614,734,943,460,203.18,2,0.20,15.24
384,1122,709,1484,536,58.38,7,0.00,26.27
385,1122,709,1710,536,105.52,4,0.00,48.54
386,1122,709,1588,536,80.88,6,0.00,21.03
387,1041,565,1129,627,6.63,3,0.00,1.79
388,1041,565,1129,629,6.63,3,0.00,1.79
389,1041,565,1129,628,6.63,3,0.00,1.79
390,63,203,754,627,457.57,2,0.20,51.48
391,63,203,754,628,457.57,2,0.20,51.48
392,63,203,754,629,457.57,2,0.20,51.48
393,1924,577,231,115,14.62,2,0.00,6.87
394,1924,577,176,115,944.93,7,0.00,236.23
395,2682,737,1751,502,5.98,1,0.00,2.69
396,2682,737,1751,503,5.98,1,0.00,2.69
397,2682,737,1751,501,5.98,1,0.00,2.69
398,2682,737,1751,500,5.98,1,0.00,2.69
399,2682,737,1751,499,5.98,1,0.00,2.69
400,2682,737,1751,498,5.98,1,0.00,2.69
401,1053,263,988,304,54.38,2,0.20,1.36
402,1053,263,988,305,54.38,2,0.20,1.36
403,1053,263,988,306,54.38,2,0.20,1.36
404,1053,263,988,307,54.38,2,0.20,1.36
405,2541,659,1512,588,28.40,5,0.00,13.35
406,1920,515,1681,629,27.68,2,0.20,9.69
407,1920,515,1681,628,27.68,2,0.20,9.69
408,1920,515,1681,627,27.68,2,0.20,9.69
409,484,76,279,177,9.94,3,0.20,2.73
410,484,76,997,177,8159.95,8,0.40,-1359.99
411,484,76,1491,177,275.93,3,0.20,-58.63
412,484,76,1378,177,1740.06,9,0.30,-24.86
413,484,76,1426,177,32.06,6,0.20,6.81
414,484,76,962,177,177.98,5,0.80,-453.85
415,484,76,941,177,143.98,3,0.20,9.00
416,231,141,1570,501,20.94,3,0.00,9.84
417,231,141,108,502,20.94,3,0.00,9.84
418,231,141,1570,502,20.94,3,0.00,9.84
419,231,141,108,503,20.94,3,0.00,9.84
420,231,141,1570,503,20.94,3,0.00,9.84
421,231,141,108,500,20.94,3,0.00,9.84
422,231,141,1570,500,20.94,3,0.00,9.84
423,231,141,1570,499,20.94,3,0.00,9.84
424,231,141,108,499,20.94,3,0.00,9.84
425,231,141,1570,498,20.94,3,0.00,9.84
426,231,141,108,498,20.94,3,0.00,9.84
427,231,141,108,501,20.94,3,0.00,9.84
428,231,141,1743,503,110.96,2,0.00,53.26
429,231,141,1743,502,110.96,2,0.00,53.26
430,231,141,1743,501,110.96,2,0.00,53.26
431,231,141,1743,500,110.96,2,0.00,53.26
432,231,141,1743,499,110.96,2,0.00,53.26
433,231,141,1743,498,110.96,2,0.00,53.26
434,231,141,782,498,340.14,7,0.20,21.26
435,231,141,782,499,340.14,7,0.20,21.26
436,231,141,782,500,340.14,7,0.20,21.26
437,231,141,782,501,340.14,7,0.20,21.26
438,231,141,782,502,340.14,7,0.20,21.26
439,231,141,782,503,340.14,7,0.20,21.26
440,4197,359,961,8,52.45,2,0.80,-131.12
441,4197,359,961,9,52.45,2,0.80,-131.12
442,4197,359,961,10,52.45,2,0.80,-131.12
443,4197,359,221,8,20.16,4,0.20,6.55
444,4197,359,221,10,20.16,4,0.20,6.55
445,4197,359,221,9,20.16,4,0.20,6.55
446,4943,699,56,153,97.26,4,0.80,-243.16
447,4943,699,56,154,97.26,4,0.80,-243.16
448,4943,699,56,155,97.26,4,0.80,-243.16
449,4943,699,56,156,97.26,4,0.80,-243.16
450,4363,382,1239,294,396.80,7,0.30,-11.34
451,4363,382,98,294,15.88,5,0.20,-3.77
452,1295,375,1423,266,3.28,1,0.00,1.41
453,1295,375,1423,265,3.28,1,0.00,1.41
454,1295,375,1423,264,3.28,1,0.00,1.41
455,1295,375,1423,263,3.28,1,0.00,1.41
456,762,209,1586,12,24.82,2,0.20,1.86
457,762,209,928,12,408.74,7,0.20,76.64
458,683,644,48,394,503.96,4,0.00,131.03
459,683,644,1176,394,149.95,5,0.00,41.99
460,683,644,802,394,29.00,2,0.00,7.25
461,1769,665,265,198,7.16,2,0.00,3.44
462,278,285,1419,503,176.80,8,0.00,22.98
463,278,285,1419,502,176.80,8,0.00,22.98
464,278,285,1419,500,176.80,8,0.00,22.98
465,278,285,1419,499,176.80,8,0.00,22.98
466,278,285,1419,501,176.80,8,0.00,22.98
467,278,285,1419,498,176.80,8,0.00,22.98
468,2578,24,1275,149,37.22,3,0.20,3.72
469,2578,24,1484,149,20.02,3,0.20,6.26
470,832,497,170,263,899.14,4,0.20,112.39
471,832,497,170,264,899.14,4,0.20,112.39
472,832,497,170,265,899.14,4,0.20,112.39
473,832,497,170,266,899.14,4,0.20,112.39
474,832,497,901,266,71.76,6,0.00,20.09
475,832,497,901,265,71.76,6,0.00,20.09
476,832,497,901,264,71.76,6,0.00,20.09
477,832,497,901,263,71.76,6,0.00,20.09
478,832,497,1845,263,51.84,8,0.00,24.88
479,832,497,1845,264,51.84,8,0.00,24.88
480,832,497,1845,265,51.84,8,0.00,24.88
481,832,497,1845,266,51.84,8,0.00,24.88
482,832,497,169,263,626.35,3,0.20,46.98
483,832,497,169,264,626.35,3,0.20,46.98
484,832,497,169,265,626.35,3,0.20,46.98
485,832,497,169,266,626.35,3,0.20,46.98
486,832,497,30,266,19.90,5,0.00,6.57
487,832,497,30,265,19.90,5,0.00,6.57
488,832,497,30,263,19.90,5,0.00,6.57
489,832,497,30,264,19.90,5,0.00,6.57
490,1214,500,1298,520,14.28,7,0.00,6.71
491,485,134,334,285,7.41,2,0.20,1.20
492,485,134,337,285,6.05,3,0.20,1.59
493,2970,777,510,253,46.26,3,0.00,12.03
494,4835,290,1320,304,2.95,2,0.70,-2.26
495,4835,290,1320,305,2.95,2,0.70,-2.26
496,4835,290,1320,306,2.95,2,0.70,-2.26
497,4835,290,1320,307,2.95,2,0.70,-2.26
498,4835,290,1694,305,16.06,3,0.20,5.82
499,4835,290,1694,307,16.06,3,0.20,5.82
500,4835,290,1694,306,16.06,3,0.20,5.82
501,4835,290,1694,304,16.06,3,0.20,5.82
502,2914,486,1486,275,21.74,3,0.20,6.80
503,420,117,367,560,218.75,2,0.50,-161.88
504,420,117,368,560,2.60,1,0.20,0.29
505,4800,475,619,140,66.28,2,0.80,-178.97
506,4800,475,619,141,66.28,2,0.80,-178.97
507,4800,475,619,142,66.28,2,0.80,-178.97
508,3332,325,558,429,35.17,7,0.20,9.67
509,2989,453,1179,552,444.77,4,0.20,44.48
510,3519,398,1598,82,83.92,4,0.00,5.87
511,3519,398,1254,82,131.98,2,0.00,35.63
512,3519,398,243,82,15.92,4,0.00,7.48
513,3519,398,125,82,52.29,9,0.00,16.21
514,3519,398,786,82,91.99,1,0.00,3.68
515,820,531,1085,140,20.80,2,0.20,6.50
516,820,531,1085,141,20.80,2,0.20,6.50
517,820,531,1085,142,20.80,2,0.20,6.50
518,1417,783,216,292,23.68,2,0.20,8.88
519,1417,783,1192,292,452.45,5,0.50,-244.32
520,1417,783,1493,292,62.98,3,0.40,-14.70
521,1417,783,434,292,1188.00,9,0.70,-950.40
522,1417,783,1478,292,89.58,2,0.20,4.48
523,2168,393,1275,498,93.06,6,0.00,26.06
524,2168,393,1275,499,93.06,6,0.00,26.06
525,2168,393,1275,500,93.06,6,0.00,26.06
526,2168,393,1275,501,93.06,6,0.00,26.06
527,2168,393,1275,502,93.06,6,0.00,26.06
528,2168,393,1275,503,93.06,6,0.00,26.06
529,2168,393,116,503,302.38,3,0.20,22.68
530,2168,393,116,502,302.38,3,0.20,22.68
531,2168,393,116,501,302.38,3,0.20,22.68
532,2168,393,116,499,302.38,3,0.20,22.68
533,2168,393,116,498,302.38,3,0.20,22.68
534,2168,393,116,500,302.38,3,0.20,22.68
535,1692,394,1208,281,5.58,2,0.20,1.81
536,1692,394,1659,281,22.70,6,0.20,8.23
537,1692,394,915,281,19.78,4,0.70,-13.84
538,1692,394,634,281,72.70,4,0.20,19.08
539,1692,394,1231,281,479.99,4,0.70,-383.99
540,1692,394,1567,281,479.99,4,0.70,-383.99
541,1692,394,1506,281,27.17,2,0.20,2.72
542,1624,211,1429,69,2.20,1,0.00,0.97
543,1624,211,1429,70,2.20,1,0.00,0.97
544,1624,211,1429,68,2.20,1,0.00,0.97
